City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
216,Asau,RO,2022-02-02 21:47:20,46.4333,26.4,24.28,89,88,6.15,overcast clouds
217,Sioux Lookout,CA,2022-02-02 21:47:21,50.1001,-91.917,-9.02,64,75,12.66,broken clouds
218,Finschhafen,PG,2022-02-02 21:47:21,-6.6024,147.8681,80.58,79,100,12.28,overcast clouds
219,Bandarbeyla,SO,2022-02-02 21:44:14,9.4942,50.8122,74.71,73,16,16.69,few clouds
220,Tahoua,NE,2022-02-02 21:47:21,14.8888,5.2692,67.24,10,3,10.85,clear sky
221,Klaeng,TH,2022-02-02 21:47:22,12.7797,101.6483,77.95,87,4,0.56,clear sky
222,Yulara,AU,2022-02-02 21:47:22,-25.2406,130.9889,66.04,59,100,12.66,overcast clouds
223,Aklavik,CA,2022-02-02 21:44:11,68.2191,-135.0107,-22.0,76,75,3.44,broken clouds
224,Kayasula,RU,2022-02-02 21:47:22,44.325,45.0,35.01,90,78,3.78,broken clouds
225,Walvis Bay,NA,2022-02-02 21:47:23,-22.9575,14.5053,69.1,74,2,9.22,clear sky
226,Venezuela,VE,2022-02-02 21:47:23,8.0,-66.0,90.57,38,79,13.42,broken clouds
227,Tuktoyaktuk,CA,2022-02-02 21:47:24,69.4541,-133.0374,-22.0,69,75,11.5,mist
228,Victor Harbor,AU,2022-02-02 21:47:24,-35.5667,138.6167,63.0,72,98,1.01,overcast clouds
229,Emet,TR,2022-02-02 21:47:24,39.343,29.2585,38.12,97,100,8.16,light rain
230,Coihaique,CL,2022-02-02 21:43:02,-45.5752,-72.0662,66.15,55,75,8.05,broken clouds
231,Kidal,ML,2022-02-02 21:47:25,18.4411,1.4078,66.09,11,0,10.63,clear sky
232,Cockburn Town,TC,2022-02-02 21:47:24,21.4612,-71.1419,71.56,88,75,13.8,broken clouds
233,Mayor Pablo Lagerenza,PY,2022-02-02 21:47:25,-19.9309,-60.7718,97.74,27,53,6.98,broken clouds
234,Itoman,JP,2022-02-02 21:47:25,26.1247,127.6694,71.62,85,75,20.71,broken clouds
235,Port Blair,IN,2022-02-02 21:43:37,11.6667,92.75,76.71,70,83,5.82,broken clouds
236,Meadow Lake,US,2022-02-02 21:45:03,34.8014,-106.5436,32.61,89,100,15.66,snow
237,Grand-Lahou,CI,2022-02-02 21:47:26,5.1367,-5.0242,79.92,84,54,9.06,broken clouds
238,Revyakino,RU,2022-02-02 21:48:26,54.3669,37.6589,9.55,96,100,4.38,light snow
239,Umm Kaddadah,SD,2022-02-02 21:45:13,13.6017,26.6876,69.3,20,12,6.33,few clouds
240,Naze,JP,2022-02-02 21:48:05,28.3667,129.4833,56.32,90,100,23.0,overcast clouds
